reviews,ratings
"New update broke the game for me, ever since the new update (5-2-22) whenever I try to boot up the game it crashes before the loading screen even pops up. I've uninstalled and reinstalled the app multiple times, restarted my device and cleared the cache and saved data multiple times to no solution to my problem. Every other game works just fine with my phone and this game did too I even played right before the update went live.",1
"Very bad addiction, think before you fall in it completely. It requirs a lot of startegies, if you don't know then its fine and good, but if you know to play then it may have a addiction which will require a strong desire to come out of this. THINK BEFORE YOU FALL IN IT - About the time management, because it will require a hell lot of time to max the levels up. About me - I even play at night. Overall 10-12 hours.. Minimum, even at exam times to take complete reward. HOW TO OVERCOME? ~Answer me",1
"Until yesterday, I can't log in, in COC. It always says Downloading content and then ""connection lost"" on loop. Our connection is very stable. I don't know what's happening. I've tried everything... I'm not gonna change the rating until it is fixed.",1
"Clash of Clans, a game that has built, upgraded and geared-up memories. Such a great experience to grow up with, a welcoming a friendly community and fun gameplay. Though it can take years to max your townhall and defenses, you're free to play in whatever way you want; Rush your base for new troops, spells and levels in order to attack others or upgrade everything gradually. The new Capital Peaks update is a grest way to unite clan members and leaders alike! Overall good execution.",5
"They keep adding more town hall levels and there isnt anything wrong with that, its good that they lower the building upgrade resource needs but supercell needs to lower the building time when they upload a town hall upgrade because in the higher town hall levels its really just frustrating to upgrade any building, it makes clan communication almost impossible because there is no need to open the game since all builders are on a 1 month cooldown i hope you guys fix the building time asap.",2
Been playing for around 5-6 years now. I absolutely love everything about this game there is never a bad moment. They should add a second builder for the night base though. A second one for everyone. not one that you have to unlock. But all around a very amazing game!,5
Insanely good game once you started. But once you got to the point that your base was good then it took SO long to upgrade you base. Also I don't like that if your base is really rushed at the start then you can't really make it not rushed because you are facing almost maxed out town halls that you are on so you can't get much coins or elixir. Another thing is that the game can be really pay to win in some ways loke the monthly thing you can get so much coins elixir and even books. Ilovethisgame,4
"Absolutely amazing. It is so much easier to obtain gems now than when I played a few years ago and there is more gameplay that can keep you occupied while waiting for troops to train and buildings to finish. The only problem I have right now is the sheer amount of bots- they join the clan multiple bots at a time and spam their malicious links... And because of the limitations on reporting, you can't report them in the speed that they come in. Will change to 5 stars if this is fixed.",4
"This new update with the Clan Capital is insanely epic, but I've taken a star away because a lot of the sound effects from the game have changed and that ain't it for me. For example, the roaster in the builder base sounds like a mortar continuously firing, the builders mech doesn't have the lighting noises when i tap his ability in battles, and cannon carts just sound awful now. Other than the sounds being different, amazing game",4
"Actually an amazing game if you can avoid buying in app purchases. It has plenty of fun free strategic gameplay, but be mindful of your wallet. If you want the best experience with this game, think about the journey along the way as you progress rather than trying to be fully maxed out. P.S. This game is a lot more fun if you're in the same clan as your irl friends",4
The game is ok. It just get me bored waiting for the upgrade it taking a lot of time. And there is an issue to attacking if you lost your connection i hope you can undo the moves or continue the attack when the enternet restored.,5
"best mobile game, you get to build up a village and make an army to take down other villages. Upgrading things may take a while but it's a very fun strategy game. You can pay to progress faster but everything is achievable without paying. No ads too!",5
"I know the way this game goes,they start easny, then every wall takes a million gold or elikcir and every upgrade takes a week. Gems are not cheap and I am 12 years old); And every build or upgrade takes so many gems .but the game is complected at a simple way wich is great 👍 fun to play for a little while a day,and I don't have a big problem with the stuff above but if you're looking for a game to spend time this game is not for you.",4
From five star to 4 star. After the recent update i.e 2/5/2022 the game crashes and the graphic quality have become too poor and it looks too blurry. (If you try to zoom in) . So it would be better if the developer gives an update On the recent issues that all are facing in the game.,4
"Great game with lots of different buildings, troops, gold and elixir but those things take way too much time. It can take many hours, days or even weeks to get to build or upgrade certain buildings.",4
Good strategy game. Needs some work on being able to transfer loot between bases. Builder base maxes out quickly so you end up with nothing to spend your resource on. Would also be a good to be able to use dark elixir to up grade buildings and walls as well.,4
"I thought the the team is as good as the game but you all proved me wrong, day by day increasing the size of game i am unable to open the game it stucks between loading and closes everytime I gave you 5 star but edited review to 1 star you are loosing so many users by the same problem, react and repair it as soon as possible if you can. Useless team. Thank you so much for taking 6 years of hardwork.",1
"It's good I love it good graphics,fun games but I have a problem my th level is 11 and when I got online I got attack by th level 13 how!! Ofc my village will got roasted because the attacker is so strong it's ok if it's th 12 but 13 nah broo and one more can you delete the time if you upgrade hero or traps cause you need to wait lot of times just for 1 traps and the hero if you build it it's just nothing but if you upgrade it it will took so long plsss remove the upgrade time plssss thankyou!!",5
I love playing this game! It's hard to not want to waste gems on finishing an upgrade but sometimes I can't wait anymore. The only bad thing about the game is how long it takes to upgrade 1 thing when you are a higher Town Hall level.,4
"Good game very recommended. But it gets really annoying as a free to play. when you have got to wait days for it to actually upgrade expecially when there is only one of them and you have to go 3-10 days without that thing, for example the spell factory some of the upgrades are outrageous 5-10 days just for a spell factory",4
"This game is really awesome. Even though things can get slow at times, things are usually fast. You can actually fight other people. I know I don't like long tutorials, but this games tutorial is fairly short.",5
"The only improvement I want is of display. I have an elongated phone which makes difficult to see the entire base properly. On the other hand, on ipad it has no display issues. Please make it to fit to anysize display screen.",5
"This game was beautiful just as I remembered. Never gets me bored. Although, you could make 3 or 4 builders at the start. The amount of gold it takes to upgrade town halls is excessive. It would be great if we could get Clan recommendations near my region. Very nice game, always keep us gamers happy.",4
"This game is great! I would totally recommend this to any supercell players and players who love strategy, this has to be by far one of my favorite games on mobile, I play it daily! Any people who love a challenge, strategy, and who like games that aren't pay to win. I can tell you I'm Town Hall 8 and haven't paid a dime, I know thats not a huge town hall but still. Upgrading takes time, so if you don't have patience(that's just sad if you don't have any patience😕) then this is not for you.",5
I love the game hands down the best for me it does take time to upgrade but you can cahllenge friendly people and you can get way high up in trophy's for me upgrades are like 14 days but that's fine because its a game that u don't have to be on 24/7 to get better you can go play other games while something's up grading and it does it in real time it's not a speed up game it's awesome,5
"Been playing for a looking time, many years but recently have found I'm losing interest. I thought long and hard about what can save the game from players like me- is innovations! I'd be curious to explore another land, aquatic adventures and sea animals",2
The targeting ai is confusing but also effective and the animation is good and it really takes up a lot of time so be ready and the suggestion of the community actually gets through all in all its a great experience originaly in 2014 it was quite revolutionary and looking back at it i can see that it has grown a lot and for the better,5
The game is amazing but lately it keeps saying server error and restarts over and over again and u need diamond to progress and it's impossible to get them unless you spend money on them don't get me wrong they are affordable and cheap but it would be nice if they had events where you can win them as prizes or something close.,3
"I have to disconnect my supercell ID because a stranger is threatening me. He had my account in his mobile. But I am unable to disconnect. A msg ( Unfortunately, we're unable to disconnect Supercell ID from your account at the moment. This can be due to several different reasons, for example, if you have irregular login sessions or if your account has been recently recovered. Please try again after a while. ) will appear. I have to disconnect now. Please tell a solution.",5
After i update the apps last night to latest version it works find but when i woke up this morning and try to open the apps the problem started it wont open and always force close. I've already uninstall and reinstall the app same problem happen. I have a stable connection and ive already clean my ram and other files to make way for coc app to run smoothly but same problem it wont open and forced closed. Any advice or tips on how to trouble shoot this apps guys. TIA,5
it keeps disconnecting. even during attacks. i turned off notifications but i still get notifications. it says there is update and i cant play till i update. i come to the playstore and it doesnt show any update. i have upgrades going and its a waste of time to check all the time for an update that isnt there. the game is unfair. if you are not in a clan your progression will half speed.,1
This game has stood the test of time for mobile games (for me to have stuck with one) and has had a lot of new things added to it to keep it interesting for long time players. Pretty fun but the only things I can say is NERF THE ROASTER and make smarter attacking NPCS.,5
"Even though it's graphics are good and the game has no ads, the game isn't very enjoyable. You always get attacked by stronger players who have way better troops then you and I get opponents who's bases are way to hard to attack. Also, half stars would be great. Once I got 97%, and still I only got 2 stars and missed out on one whole star.",2
Pretty fun. A game a can constantly look forward to playing. Only annoyance is when you get far enough in it takes like 3 days of doing nothing waiting for your stuff yo upgrade. I see why this is the case though and just live with it. Overall fun game.,5
"It's good! My sister plays it almost every day. If you have patience then this is the perfect game for you. Its just... It needs more options like more troops. But overall, its a good game for chilling. The problem I have that it is very laggy. Could you kindly try and fix this please...?",3
"Been playing this game since day one, I'm not maxed because I don't spend all hours of the day on it but it's definately a great time passer. Love the graphics and creativity. Maybe less upgrade time would be great but still an awesome game.",5
"I dont play games much but since ive found this one ive played more than ever before. Very well put together and thought out. No other game has such a great plan besides clash Royale! Love that just as much! The creators are involved i can see with updates, and always working to add new ideas. Thanks to the team for making a place i can escape to from lifes stressful situations.",5
"This game is an old favorite of mine. This was my introduction into mobile games when I was a kid, the first game I downloaded into my old tablet I got for Christmas. And after all this time the game has kept under constant updating, changing with the times and evolving further while still keeping the same charm it had 8 years ago.",5
"I like the game. Strategic as well as challenging. I stopped playing this game for quite long time at th 13 and planning to play again but for some reason my phone cant load the game, everytime i open it, upon reaching around 70% loading, it just kicks me out. Im using vivo btw.",2
"It is a great game, my favorite mobile game. But my only criticism about it is the Season bank loots. Just after every season, the season bank would fill the resource storage and have always hard times using it, esp. when u th11-higher. Most of the time the season bank would go to waste as the CWL would also start right after the season-end. The developers should create a separate loot storage for the season bank (like the cc treasure) where we can claim the loots when we actually need them.",4
"Great game, but the update experience is bad. I was in a war, and I wanted to quickly build my armies. I was busy with real life. I had to sit through some stupid tutorial. I didn't learn anything, because I was in a hurry. Now that I want to see the tutorial, I can't because I clicked through it quickly when I didn't want to see it. Please make those cutscenes optional.",5
"The game is designed to be F2P friendly if you are consistent. There are many different troops, spells, heroes, etc that one can use. The game has lot of strategic depth with army building, base designing and choosing upgrades. 9.5/10",5
"I would rate this game a five star, but you know, nothings perfect! I would suggest making the upgrades a little faster, but other than that, its great! Also, a targeting system for attacking would be nice",4
"I've pla] for years across many accounts, the game began to die when the upgrade times went to over 2 - 3 weeks and personally I stopped playing the game for a whole year, but this clan capital update has brung a reason to play and log in but fun not boring. This update made the game what it was 3 years ago😊 5 stars keep it up supercell (how long do we have to wait for clash mini?)",5
"Thanks supercell,the update is awesome 😎,before that my Phone sometimes having a frame drops 😭, it's like update new things,but the game is not heavy anymore is smooth running on my phone now,and that's what I like, graphics sounds and the way it's look, it's like nostalgic to the old player likes me",5
"I'm trying to continue playing on an old phone, but this update doesn't let me. It's forcing update without an option to skip. And the update screen only had the options ""Uninstall"" & ""Play"", so even the app recognizes that this device don't be able to upgrade. So why am I being excluded from this world, just because I have an old device for it?",1
"Well at first I thought this was a very hard game since I saw the cost of all types of obstacles, and it was super expensive then I turned into TH5 it was a piece a cake you know. I hate it when the troops don't attack my prioritized building especially defenses, I wish Clash of Clans fix this by adding something in the settings. Also, I think that the Robot (Hero in Builder Base) is the dumbest hero of all time like he is so big but is dumb sometimes you feel me like when he attacks the guards.",4
"I, personally, am not a fan of the Clan Capital feature - it seems broken/confusing and needs to be either removed from the game completely and turned into its own game, or completely revamped to be less confusing and more intuitive/enjoyable.",2
"Old, but not necessarily bad, wait times for things are still a little long but there have been some major fixes to keep the game playable. Rn, my biggest complaint is the app will not open without being updated, but the play store says there isn't an update...",4
"Great strategic game, large variety of troops to use, and it's too expensive to buy your way through which is nice because it allows for actual gameplay. I've played it for 6 years and it has only gotten better since.",5
"This is best game I've ever played. I have made a lot of progress in this game, allover i'm not much good in strategy making games. But, now I am addicted of this game a lot. I play it whenever i touch my mobile. Even while studies, I think about it. But, the thing I don't like is it's network connection 😕 , my network always runs much faster than any of my family phone, but still it doesn't connect it well. So, please supercell, fix it. 🙏. BTW I love this game.",4
"Ive been playing forever it seems like, the game is really fun. I think It would be really cool if you guys would add a mode where you can attack your own base to practice and see what you can do better to defend your town.",5
"The game was good but it has issues and problems after the recent update, i updated my archer tower last night and when i woke up, it didn't upgrade!! I'm so furious and mad, i waited for 11 hours for nothing, this incident happened to me not once but TWICE, please fix it!.",2
The app keeps on crashing on my redmi 7A. Total black screen with audio only. Everytime I need to re-open in order to play again. Other heavy games (i.e. mobile legends) are just working fine and running smoothly. Only this app keeps on crashing.,1
"Simple strategy game. The only reason I took off one star was because of a lack of a challenge at later levels. But other than that its a well set up and enjoyable game. I would reccomend it, espesially if you like strategy games but aren't the strongest strategy player.",4
"The game is super addictive, I'm hooked. However after the most recent update I am frustrated. The time remaining on my townhall update was 4 hours Remaining. Did the update and 14 hours now remains. Not only that, but I no longer have dragons and the robot guy upgraded time restarted.",3
"Been playing for years but app broken now since last update, when I open it a message says update available but no update is available in store. When app store is opened it just says play where update button should be. Update if your having this problem also close app, force stop app, clear apps catche, and restart device. This worked for getting update download started.",5
"Awesome game, I love every concept. I like hopping on and doing upgrades and sometimes spend a long time doing other stuff such as raids, and it is totally different than all the other moblile games which I love. Keep up the good work",5
One of the best game I would have ever played . Nice strategic intersting and adventurous game . Only one thing is that the time required to update things at higher townhall is too much . But still not a big deal . Would like to see more events in the game,5
"it's all good until the recent update. game graphics just became lower, building looks blurry, builder hall grass looks weird, and some sound effects are different. I'm playing on Xperia XZ1, which is still quite strong for gaming these days with it's Snapdragon 835 chip. I think it may be caused by the game optimization? Can you guys fix this please?",4
"Love the game so much, eventhough I started playing like 2 month's ago, the fact that this game is very popular is that the animation, game aspects, and etc. are just very beautiful. And btw, what happened to the uodate, the graphics kinda blurry and I hope you guys fix it ASAP",5
"THE GAME IS VERY GOOD I'VE BEEN PLAYING FOR 7 YEARS. Alot have change, the things you added is very good, like the town hall 14, Clan capital, BUT!........when you zoom any base to the max it's kind of blurry unlike before, and the zone where you can't put your troops when attacking is blurry too. I hope you can fix it, ANYWAYS THIS GAME IS AMAZING👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏",5
Been playing this game for more than 8 years now... Awesome strategy game. Its just that we need to have a lot of patience for everything in this game. I suggest try reducing the upgrade time for every building and every troop.,5
Base on my experience this is a very difficult game because you to make sure your plan on how to attack and how to build your troops and then my experience there are two types of attack first is ground attack and air attack. Ground is very difficulty plan it depends on your enemy map of what is the style of the map your going to attack and the air attack is not exactly hard but plan deeply also for making a victory and you get a three star and that's all my experience thank you and God bless,5
its great playing this game i myself play whole clan..so the improvements needed-: 1)whenever we friendly challenge someone he should be able to customize his clan castle reinforcement too so as he can try cool stratagies.and... his heroes should work in friendly challenges even if they are on upgrade.. 2)since you wont bring back the global chat i just want you to improve the player finding system i invite tons of them but nobody comes😑... thats the word limit i guess thank you!💖,4
Many clashes are way to difficult. It is also difficult to add more troops. Very time consuming. Game is moderately fun. User interface could be better. Cost and expenses are decent priced some are over priced. Nothing in terms of loyalty bonuses or daily bonuses. Some defenses are ridiculously difficult. Overall the game can be made easier. Turn over because of cost or difficulty is normal.,2
"Well, Clash of Clans is a nice game to play and build a clan. It has lot's of integrated features to play with friends and enemies. I started playing this game almost 6 years ago. The game is really addictive and one of the best game to play around. It has lot's of clan strategies such as defense, attack, troops combination, research, upgrade, storage, and many more to play with. I really enjoy playing this game. I suggest people to play this game. 🙏",5
"Awesome update, but since downloaded and run/opened once and now it won't open a second time, continues to constantly force close. Have to delete and reinstall every single time I want to open CoC. Fix please!!! Been playing for 8 years at least!!",1
"I love the game its fun and I like to battle, but the thing I dont like is how long the wait time for the buildings to upgrade, it could be at least at very high townhall levels could be at least 2 days and at in between townhall like town hall level 9 which I am at that townhall. Anyways, it could be at least 1 day per upgrade like around there",4
"The game is very good and addictive but the reason I gave it 4 stars is because of a bug. After this clan capital update came, it is kicking me out of the game after two or three battles and when I login again my trophies are deducted and my troops also gone. I really like this game so pls fix it.",4
"I always love this game, but one day I decided to quit this game because some of the boys doesn't play COC anymore, but when I installed it again, it's a surprise that my troops and buildings are upgrading continuously, I don't even had an Archer Queen but now I already have and it's already level 11. May 1, 2022 I'll never forget this day. Haha😂",5
"I love this game, I've been playing it for many years and it's overly addicting. After the last balance update the game has started stuttering (newer model phone) so it's four stars until then. I still honestly love this game and will continue to play it, the community is seriously special.",4
In my opinion not a great game but best for playing in low network and low end device... I played since 6-8 yrs ago and thats awesome there are lot of new features added like scenery theme new heros with lots of skin and continuously updates and new events... Thats awesome but now the time there are lots of games but if you ask for which game is best in low size for low end devices and played well in low network... Then I recommend this game❤️,4
It's one of the my favorite game. Since i am playing from 2016 onwards but now more difficult to built a clan and play and to maxx also it takes 3-3.5years it's too difficult so I requested to the team please reduce the time otherwise no one interested many my friends also didn't play this game because of this time issues...........🙏,5
"Definitely love it. Suitable for all ages, never lets you get bored, awesome gold passes with beautiful skins, tremendous updates including necessary mechanics, support center is best, whole team of Coc is doing great job to make such a Great Game! (This is not a paid comment) It's the real thing that I and most of the coc lovers will say after having such a wonderful experience with this game. It seems boring to wait for the upgrades of buildings but trust me, you won't regret the outcome 😉👍",5
"The game is phenomenal.i have been playing it for 3years and yet i can't get it enough.there is plenty of things to keep one busy.. upgrading defences,heroes,pets and levelling up troops in the lab whilst taking part in clan wars for loots and xp and clan war league for war medals by which one can buy many things to progress a base way faster.this game is,as mentioned, phenomenal.i truly appreciated the game creator for bringing up such an amazing game and hoping to see game more",4
"Fantastic game, i like how your base get for fashionable and better as your upgrade (yes it may take A LONG TIME but its totally worth) the graphics are really nice, and the form of combat is different from any other game allowing you to use different troops for different situations. Onr thing i did wanna mention is that you guys are awesome dont know if its you guys or google play giving me free bundles but i love and thank you guys so much it really helps me uprgade my base",5
"I enjoy playing this game for the week or so I've played it. My only gripe has been that the way the game plays is based on you constantly waiting. It's fine at first but it's a game that demands your attention but with that system it also forces you to constantly wait unless you spend gems. It's strange how it works, but when you get past that it's an amazing game honestly.",4
"Very much fun to play. Some people think that upgrades take a lot of time, but trust me, there is a lot to do while they are upgrading. After reaching Th 9 the real game starts. That's where a lot of things change.",5
GREAT GAME I have been playing this game for years and its 1 of the best games I've ever played. The upgrade times take an extremely long time but if it where any lower you would be able to get to max lvl in a week or 2. If that where to happen it would no longer be fun. Anyhow this game has been great since 2013.,5
"My favorite game ever, it's so cool and I will tell you why, 1 its mobile friendly bc I'm on a tablet and it works well, 2 so many unit to choose from and keeps on adding more instead of a limit of units and the game will be predictable, and 3 (the best one of all) ITS GENDER EQUIVALENT both male and female characters play a strong role, keep it up Supercell!",5
"I have faced a issue , I tried to sign in with my supercell I'd for first three times . entered the wrong OTP by mistakenly. After that I have tried signin again but Otp did nt come to my email . In ui there is no resend option . It seems like bug . Other that it is amazing game",4
"This game is now touching the new heights, from recent times it experiences great changes in it. And now more and more players are playing it with interest because now it works in its worst areas and it works it's best to improve themselves. Really now this game is coming with new ideas and expectations. I really want to appreciate their hard work! Keep working! 👍😇",5
This game is great. Even though you need time to strengthen your base it's still fun experience. And the amount of relief you'd experience in getting your base max is just like solving a Rubik's cube for the first time.,5
"I love this game but it has a major drawback and that is it's network system....though i have a very good internet connection,it lags and signals bad network sign! Furthermore,during every CWL,it's server gets down and the game lags... It doesn’t connect to internet after opening it and keeps signalling bad network sign... Irritated with this!",1
"The game is time consuming and it's definitely not for everyone unless you're willing to put the time and effort into getting far (or money I suppose for some people). It could and would be better if the devs would just cave already and bring back global chat. The game is nearly dead as is and clans need a way to recruit any new players, and the game just doesn't have a solid system for that anymore since global chat was removed.",3
"This game was good.Then come the freeze problem in game when l opened event section in game.Then come this new update recently.The lag and freeze problem is solve the game is running smoothly but the sound quality and graphics quality is too poor.I am not satisfied with this sounds and graphics.I can't enjoy the game like before.those old sound, graphics was far better. I am so disappointed.Hope you will fix these.",2
"I want to rate it 5 stars because I really love this game. But my concern is, it won’t open no matter what I do. It keeps on saying “can’t connect to the internet/server”, but my internet is working perfectly fine. This happened after the update. Please fix it and I will change to 5 stars. Thanks. Edit: Here’s the 5 starts. It’s already fixed. Thank you!!!",5
"I really like the game and the new update no serious complaints Although the new clan capital has a network issue for me. Playing clash of clans normally my network is fine but as soon as I start attacking on the clan capital the network deman becomes way to high. Not sure if this is a fixable but,I really want to play clan capital properly but every time I do it lags and I have to restart clash. I use a Samsung A51 if that helps",4
"Since the townhall 14 update I've been experiencing many crashes when logging in. Up to 9x, 14x, in a row. I'm not exaggerating. When I log on clash and go to wizard valley the game crashes everytime. Supercell, I'm a really big supporter. Can you guys please investigate the crashes",3
I'm really enjoying this game i have been playing this game for 2 to 3 years i really like the concept but when i stated playing this game for first time the upgrade building time make me mad and started loosing hope but eventually i used to it so the upgrading time doesn't make me mad now the only suggestion is to reduce the cost of the items in shop the price of the gold pass is ok but the shop's items cost is quite large plz consider to reduce it.,4
I like the game. Things just take to long to progress unless you pay. Even then the amount of gems to progress is ridiculous. But stupid people will continue to pay I guess. Just sucks these game get so slow to where you start searching for something new like I am in the process of doing. But the strategy aspect is cool here.,2
"Great game. I just have one problem, it sometimes will get stuck on the loading screen and say downloading content. I've done all the steps and tips to fix it and none of it worked. But I still recommend it.",5
"Great game to play here and there, I don't always feel like battling but it doesn't hinder you much by not playing for periods of time. Your base will be right how you left it, minus a few trophies 😂",5
Guys sos !!! After the new update you cant play the game with wifi cause it reloads all the time. Its very annoying because it happens in the middle of the battle and you waste a lot . Please do something!!!!!,5
"Really great game that gives us regular updates with various creative features such as editing your base layout , build your base stronger and tougher . Also events with various challenges, clan wars and clan war leagues, and especially their monthly clan games and also many more features of troops,heroes and spells etc,. Make this game look absolutely nice.🤩🤩",5
"updated version not working properly on android phone , whenever i used to load the game it shows dark screen and after that the game become stoped. please fix the loading problem. i am using the game since 3 years but from previous update loading problem become a issue and now on latest updated version it totally failed to load the game.",2
The quality of the game is fair but I hope I can give my resources to friends and clanmates thru donations or gift giving. The upgrades are quite too long and it's a waste of time. I hope they could make adjustments so waiting time won't make us impatient . I've been playing this game and there's no adjustments since then. Looking forward to better updates .,3
"Clash of clans is a city building game where you can create your own village, but instead of buildings and houses it's weapons. LOTS of weapons. Anyways it's fun but does get boring because you do the same thing over and over again and when you level up your town hall you get some new weapons and you can upgrade Futher so I don't play it a lot anymore and it relys on skins and season passes to be fun and I don't even like the session pass's so I give it 3 out of 5.",3
The New update made the image poor. The HD of the image is gone. I would like to have the image as it was. It is uncomfortable to see the screen when the pixels are so obvious,4
"been playing for a long time. It's a time killer that's for sure. New update won't work for me though. Says to update the game then when it opens up play store in don't have the option to update. Only ""play"". Which then reopens the game which prompts me to update. Round and round we go.",5
It's a fun game at the start but after you go up a few town halls it gets really time consuming and it makes the game less fun because while I have upgrades going I generally don't get on till it's done and that's really the only problem,3
"i have seen the new feauture above the sky. i was disapointed when i was not able to edit the map in capital peak because i was not a co-leader, it would be ok and undestandble if it was easy to type what exactly i want to change but i wish for a new role( like elder,co-leader etc ) but specilised for capital peak alone say name it as the ""engineer"".",4
"I started playing this game with my nephew on Christmas day about 8 years ago. It's a great game, made alot of cool connections from ppl all around the world. All through a simple app game. It's enjoyable and cool to see how it has evolved over the years. My advice is dont rush your village town halls. Upgrade everything gradually. Rushed villages are the worst to defend once higher level villages attack you.",5
"Hey Supercell, I'm expiriencing a huge promblem, When I'm attacking and I started deploying some troops later on Lost connect occur even though my internet is stable. Its really really makes me mad co'z im not finish my attack. That's happen to me every single day. From champlll to masterll i've lost alot of trophies. So Please! Fix that",5
"Been playing sinne before th9 came out. It was the first Halloween update. Had like a 6 year break, kuten now with Hard grind and wise monet spending has gotten me in 1 year 3 months to th14 halfway max. Handsfree down the best mobile game there is and almost the only one I play and actually enjoy it. If your new to the game, keep grinding and when you get to th9 things come alot more complicated, attacks multi stage. I don't reccomend free to play atleast buy the gold pass.",5
"Good. But I always hate the after update loading of the game! It takes so much time! It will exit a few secs then need to reload again. It will go on almost forever until the DL content goes through continuously. Right now dated May 2 PH time. It says there is a new version available giving a link to update but it goes to the google play.There is no update button. Only uninstall and play!Should I uninstall first then reinstall to get the update done???Fyi, the auto update is enabled.",3
Love this game. FIX IT. I can't get on it. Fix it please. Keeps saying there is a update but there is no update! I want to play it but I can't due to it constantly this morning it wants a update but for frigen update! I'm on everyday if not every other day. This is the only thing that helps me relax at night! I've tried to uninstall and reinstalled it still telling me there is a update! F I X I T!,3
"After the latest update, it made me and my clanmates frustrated because loading the game now has become a big problem even with high quality 4G network we cant load it, even if it load the wifi signal appear and cant do anything until it says Network error... Please fix this problem as soon as possible as we are in clan war leaque so that we wont miss any attack..",4
"Amazing game! Having soooo much fun with it. One problem is, idk if its my device or what but every time I open the app it crashes. Every thing just goes black and I have to close the window and restart it and hope it works. And when it does work, I try to go to the builder base and it crashes. Like I said, idk if its just my device or what, but if it isn't, could plz fix it? :) (this an edit) hi, my issue has been fixed, prob because of recent updates. Thank u so much!",5
"Very good game, played since i was little and had seven different bases. Good game, many updates. Always patching bugs. Always been a good game, still is. I highly reccomend. (Tip: Max out base before upgrading townhall) Trust me, it helps.",5
"Good game but is when you get higher up (townhall 10+ and builder base 9) the game gets boring as everything takes to long, the battles don't earn you enough money to even fund your army half the time. The builder base battles are even worse, I use max level battle machine and max level troops and struggle to get 70%, and 2 stars occasiobly if I'm lucky.",3
"Years of my life free time has been repeatedly entertaining. Sending challenge is like free practice, helping me reestablish my approach point ""via Spawn points"" Strategic planning for base development, troop upgrades, and attack troop deployment. These growth opportunities are available for me everytime I am online. Simply log on for few minutes, Select upgrades, and destroy stuff fast. Most days log on same times consistently so other players know when we help each other, donate, challenges 😀",5
"Its a fun game, it's really hard to upgrade walls though, I'm stuck on level 2 walls, but other than that, it's a fun game! UPDATE: I upgraded my storages, so now I can buy up to level 6 walls!",5
"Nice game ,nice experience but there should be some changes , for example, townhall levels are increasing but builders are not,therefore takes ultra time. moreover, Facebook login doesn't really works but Google play login works,which is a good thing but the above mentioned things should be managed to get 5 star rating. Overall good performance by supercell",4
Give back the original soundtracks dammit...all the buildings and turrets sound are pretty much the same...even the troop and spell deploying sounds became pretty bad...those are one of the most pretty things i enjoyed in the game...its so annoying now...😠😠,2
Perfect game if you like grinding but the only thing I don't really like is that a level 5 mortar takes longer then a day to upgrade even though a level 11 cannon does not take a single day and with the mortar the damege only goes up by one or two and it's not really good until It gets too level 8 but the designs are really cool too see my favorite is the town hall 9 lab,4
"I haven't been able to really get into this game. After building a couple task, I got stuck because the storage full at the start and it takes too long. I don't know if I'm going to catch or if it's requiring to use gems that I have to to keep buying to do the basic tasks. I'm still working with it for now.",3
"After the update of the clan capital, when I open the game, it lags and then exits on its own when I try to re open it, it repeatedly says that ""network error"" but I can play wildrift normally... Please fix this if this is somehow the apps problem.",2
"Been playing this game with my dad since I first moved away to college so we could play something together. We still play just about every day and he's already lapped me a few times leveling up his bases. We have lots of friends in our clan & have made new ones over the years. Anyway, fun game to give you something to do, but not have to dedicate all of your time/real money to do well or have fun.",5
I can't purchase Gold Pass through LOAD or SMART COMMUNICATION it says I don't have enough balance amount but I have enough Load balance to purchase it. It was okay the last but this month of June it just can not. I already redo it over and over but still I can't. Please Guide and Help me supercell. Thank You!,1
I have been playing this game since 2012 until now. I didnt every seen any game this like. Super stratagy game.A amazing graphics you have and good comrades you have found on this game. Like a battle ground all the clan members have choose a better strategy to defeat the enemy in war. It's just like a mind game and Teamable game. Without any comrade you can't play Anything.,5
"I really like this game and the new update is awesome but there is only one thing that is whenever I try to got to barbarian camp or some other district game is just completely gliched and i have to quit to reset it, I know this is an big update. so, problem like this happen but i just don't want it to go unnoticed soooo, plzz",4
The worst update ever... The app doesn't work.. It hangs.. Attacking malfunctions...the screen becomes black while attacking....it takes up so much space.... It's the worst... Fix it right away please .. Still haven't fixed it.... Where is the administration?!?,1
"It was Great before the update but now that you update it now it's not really the way I liked it and it's not good buildings don't make noise anymore,troops sound different,the new features I don't really like them because they will take a lot of time to also upgrade,if you can atleast change some of the new features for the old ones it would be good 👍Again it's good, only the new update it change and I kinda don't like it.",4
"The game is good, but it keeps crashing on the load screen. Rarely does it get past the 70% mark, and when it does, I give it twenty minutes before it crashes and closes. I know it's not an issue on my phone because I used to play on it, and I also went through every Support website and did everything instructed, including factory resetting my phone. It'd be wonderful if the dev team fixed this issue!",3
"Great Game, Helps to develop startegy and implement the Plan in our mind for the great victory. Super addictive. Upgrades make more time that's the only negative thing. Make the Strategy and Go to battle!",5
